uid,summary
id_2025-AGENDA_1, 제 164 회 제 2 차 정례회 휴회의건은 2005 년도 제 3 회 세입 세출 추가 경정 예산안 심의를 위하여 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2025-AGENDA_2, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2025-AGENDA_3," 제 2 차 정례회 회의록 서명 의원으로 남궁유 의원 , 한동완 의원이 선출됨."
id_2025-AGENDA_4," 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거는 총 10 표 중에서 최상철 의원 6 표로 윤 수봉 의원 당선 . 자치행정 위원회 위원장 선거는 총 10 표 중에서 윤 수봉 의원 6 표로 최상철 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 최 등원 의원 1 표 , 기권 1 표로 윤 수봉 의"
id_2025-AGENDA_5, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 박웅배 의원과 김순길 의원이 선임됨.
id_2025-AGENDA_6," 제 8 회 청주시 의회 전반기 의장 선거는 총 6 표 중에서 윤병승 의원 5 표로 박희남 의원 당선 . 제 1 차 투표에서 윤창규 의원으로 최임순 의원 당선 . 제 2 차 투표에서 정태완 의원 당선 . 제 1 차 본회의는 총 8 표 중에서 이한철 의원 1 표 , 정지태 의원 4 표로 재투표 , 결선 1 "
id_2026-AGENDA_1, 제 164 회 제 2 차 정례회 휴회의건은 주요 사업 현지 확인 특별 위원회 활동 의사일정으로 갈음함.
id_2026-AGENDA_2, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2026-AGENDA_3, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 부의장 당선 . 전반기 부의장 선거는 총 39 표 중에서 임 옥순 의원 2 표로 김현기 의원 5 표로 김현기 의원 당선.
id_2026-AGENDA_4, 제 96 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 4 일까지 9 일 간으로 가결됨.
id_2026-AGENDA_5," 제 8 회 청주시 의회 전반기 상임 위원회 위원장 선거는 총 6 표 중에서 윤 수봉 의원 6 표로 서남용 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 이인숙 의원 6 표 , 무효 1 표로 최찬영 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 임 귀현 의원 1 표"
id_2027-AGENDA_1, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 김현기 의원 부의장 선거 1 표로 김현기 의원 당선.
id_2027-AGENDA_2, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2027-AGENDA_3, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 최상철 의원과 윤 수봉 의원이 선출됨.
id_2027-AGENDA_4, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중 39 표로 김현기 의원 당선.
id_2027-AGENDA_5, 제 8 대 완주군 의회 전반기 상임 위원회 간사로 최찬영 의원이 선임됨.
id_2027-AGENDA_6, 제 8 회 세입 세출 추가 경정 예산안이 가결됨.
id_2027-AGENDA_7, 제 8 대 완주군 의회 전반기 상임 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 윤 수봉 의원 당선.
id_2028-AGENDA_1," 제 8 대 완주군 의회 전반기 의장 선거는 총 8 표 중에서 윤병승 의원 5 표로 부의장 당선 . 제 2 차 투표에서 총 8 표 중에서 정태완 의원 , 손 달 섭 의원 4 표 , 손 달 섭 의원 4 표 , 무효 1 표 , 손 달 섭 의원 1 표로 이대웅 의원 당선."
id_2028-AGENDA_2," 제 2 회 세입 , 세출 추가 경정 예산안 예산안 심의를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 이희창 의원 , 서제일 의원 , 박웅배 의원 , 김순길 의원 , 김순길 의원 , 박종관 의원 , 홍의환 의원 , 김영석 의원 , 조정석 의원 , 임원규 의원 , 김용찬 의원으로 구성함. 해당 안"
id_2028-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동으로 갈음함.
id_2028-AGENDA_4, 제 78 회 완주군 의회 제 1 차 정례회 제 1 차 본회의개의선포.
id_2028-AGENDA_5," 제 8 대 완주군 의회 운영 운영 위원회 위원장 선거는 총 10 표 중에서 정성모 의원 9 표로 정성모 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 김용찬 의원 6 표로 김용찬 의원 당선 . 산업 건설 위원장 선거는 총 10 표 , 무효 4 표로 임 귀현 의원 당선 . 산업 건설 위원장 선거는 총 10 "
id_2029-AGENDA_1, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 9 표로 김현기 의원 당선 . 부의장 선거는 총 8 표 중에서 임 귀현 의원 2 표로 이인숙 의원 당선.
id_2029-AGENDA_2, 제 8 대 완주군 의회 전반기 상임 위원회 전반기 산업 건설 위원회 위원으로 윤 수봉 의원이 선임됨.
id_2029-AGENDA_3, 제 2 대 청주시 의회 전반기 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 당선.
id_2029-AGENDA_4, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2031-AGENDA_1, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 당선.
id_2031-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 계획서 작성 등 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2031-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 주요 시설 비교 견학을 실시하는 의사일정으로 갈음함.
id_2031-AGENDA_4, 제 251 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 정성모 의원과 김상식 의원이 선출됨.
id_2031-AGENDA_5, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2031-AGENDA_6, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2031-AGENDA_7," 제 2 차 정례회 회의록 서명 의원으로 이한철 의원 , 정태완 의원 , 정태완 의원이 선출됨."
id_2031-AGENDA_8, 제 8 회 청주시 의회 임시회 제 1 차 본회의개의선포.
id_2031-AGENDA_9, 제 96 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 9 일까지 7 일 간으로 가결됨.
id_2032-AGENDA_1, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 당선 . 부의장 선거는 총 8 표 중에서 하재성 의원 6 표 중에서 임 옥순 의원 6 표로 이인숙 의원 당선.
id_2032-AGENDA_2, 제 8 회 청주시 의회 전반기 상임 위원회 간사로 최찬영 위원 선임의건과 상임 위원장 선거를 상정하기로 보고.
id_2032-AGENDA_3," 제 2 회 세입 세출 추가 경정 예산안 심의를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 손수 종 의원 , 조천희 의원 , 조천희 의원 , 손 달 섭 의원 , 이대웅 의원 , 김순옥 의원으로 구성함. 해당 안건은 가결됨."
id_2032-AGENDA_4," 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하고 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 예산 결산 특별 위원회는 9 월 28 일부터 감사를 실시하는 의사일정으로 갈음함. 특별 위원회 위원은 이한철 의원 , 윤병승 의원 , 김우식 의원 , 반광"
id_2032-AGENDA_5, 제 8 대 완주군 의회 운영 위원회 위원장 선거는 총 10 표 중에서 정성모 의원 5 표로 정성모 의원 당선 . 전반기 의장 선거는 총 10 표 중에서 정성모 의원 6 표로 김용찬 의원 당선.
id_2032-AGENDA_6, 제 164 회 제 2 차 정례회 휴회의건은 감사 특별 위원회 활동을 하고자 하는 의사일정으로 갈음함.
id_2033-AGENDA_1, 제 164 회 제 2 차 정례회 회의록 서명 의원으로는 정태완 의원과 이한철 의원이 선출됨.
id_2033-AGENDA_2," 제 2 차 정례회의시 행정 사무 감사 실시를 위해 감사 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 이희창 의원 , 서제일 의원 , 박웅배 의원 , 김순길 의원 , 박종관 의원 , 홍의환 의원 , 김영석 의원 , 김호성 의원 , 남준우 의원으로 구성함. 해당 안건은 가결됨."
id_2033-AGENDA_3, 제 78 회 음성군 의회 임시회 회기는 7 월 10 일부터 7 월 18 일까지 3 일 간으로 가결됨.
id_2033-AGENDA_4, 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거는 총 투표수 39 표 중에서 이인숙 의원 5 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 최찬영 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 임 귀현 의원 1 표로 임 귀현 의원 당선.
id_2033-AGENDA_5, 제 96 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 11 일까지 7 일 간으로 가결됨.
id_2033-AGENDA_6, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2033-AGENDA_7, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2033-AGENDA_8," 제 2 차 정례회 회의록 서명 의원으로 남궁유 의원 , 한동완 의원이 선출됨."
id_2034-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2034-AGENDA_2, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하고자 하는 의사일정으로 갈음함.
id_2034-AGENDA_3," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 홍의환 의원이 10 표로 당선 . 제 2 차 투표에서 서제일 의원 선거는 총 10 표 , 무효 4 표로 남준우 의원 당선."
id_2034-AGENDA_4, 제 8 회 청주시 의회 전반기 상임 위원회의의회 운영 위원회 위원장 선거는 총 6 표 중에서 임 귀현 의원 1 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 이인숙 의원 당선 . 산업 건설 위원장 선거는 총 6 표 중에서 임 귀현 의원 4 표로 윤 수봉 의원 당선.
id_2034-AGENDA_5, 제 8 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2035-AGENDA_1, 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하고자 하는 의사일정으로 갈음함.
id_2035-AGENDA_2, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 의원 당선.
id_2035-AGENDA_3," 제 8 대 청주시 의회 전반기 의장 선거는 총 8 표 중에서 조천희 의원 5 표로 손 달 섭 의원 의원 1 표 , 이대웅 의원 1 표로 1 표로 윤창규 의원 당선 . 부의장 선거는 총 8 표 중에서 윤창규 의원 당선."
id_2035-AGENDA_4, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2036-AGENDA_1, 제 8 대 완주군 의회 전반기 의장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 김현기 의원 당선 . 부의장 선거는 총 39 표 중에서에서에서 이인숙 의원 당선.
id_2036-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2036-AGENDA_3, 제 96 회 완주군 의회 임시회 회기는 5 월 19 일부터 5 월 28 일까지 5 일 간으로 가결됨.
id_2036-AGENDA_4, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 이한철 의원과 이한철 의원이 선출됨.
id_2036-AGENDA_5," 제 8 회 청주시 의회 전반기 전반기 부의장 선거는 총 8 표 중에서 윤병승 의원 5 표 , 손 달 섭 의원 1 표 , 이대웅 의원 1 표로 1 표로 1 표로 당선."
id_2036-AGENDA_6, 제 8 회 청주시 의회 전반기 상임 위원회 위원장 선거는 총 6 표 중에서 최찬영 의원 6 표로 임 귀현 의원 당선 . 자치행정 위원장 선거는 총 6 표로 최찬영 의원 당선.
id_2036-AGENDA_7, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 김현기 의원 당선.
id_2036-AGENDA_8, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2036-AGENDA_9, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2036-AGENDA_10," 제 2 대 청주시 의회 전반기 의장 선거는 총 8 표 중에서 조천희 의원 2 표로 조천희 의원 당선 . 부의장 선거는 총 8 표 중에서 임 옥순 의원 1 표 중에서 조천희 의원 6 표 , 손 달 섭 의원 1 표로 이대웅 의원 당선."
id_2036-AGENDA_11," 제 8 회 청주시 의회 전반기 의장 선거는 총 10 표 중에서 윤병승 의원 5 표로 윤병승 의원 당선 . 부의장 선거 1 차 투표는 총 10 표 중에서 정태완 의원 5 표 , 정지태 의원 4 표 동률로 윤창규 의원 당선 . 제 1 차 투표는 총 8 표 중에서 정태완 의원 4 표로 이한철 의원 당선 . 부의"
id_2036-AGENDA_12," 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하여 행정 사무 감사를 실시하고자함. 특별 위원회는 의장을 제외한 전 의원으로는 의장을 제외한 9 월 28 일부터 9 월 30 일까지 2 일 간 이며 , 부의장 선거를 의장을 제외한 전 의"
id_2036-AGENDA_13, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2036-AGENDA_14, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2036-AGENDA_15, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중 39 표로 이재길 의원 당선.
id_2036-AGENDA_16, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2037-AGENDA_1, 제 164 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 11 일까지 8 일 간으로 가결됨.
id_2037-AGENDA_2," 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하기 위해 제 2 차 추가 경정 세입 세출 예산안을 심의하고자함. 예산 결산 특별 위원회 위원은 이한철 의원 , 윤병승 의원 , 김우식 의원 , 고재협 의원 , 반광홍 의원 , 김성채 의원 , 박희남 의원 , 진의장 의원 , 김천봉 의원으로 구"
id_2037-AGENDA_3," 제 2 차 정례회 회의록 서명 의원으로 이한철 의원 , 정태완 의원이 선출됨."
id_2037-AGENDA_4, 제 2 대 청주시 의회 전반기 의회 운영 위원장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 39 표로 김현기 의원 당선.
id_2038-AGENDA_1, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2038-AGENDA_2, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2038-AGENDA_3, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2038-AGENDA_4, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2038-AGENDA_5," 제 8 회 완주군 의회 전반기 의장 선거는 총 10 표 중에서 윤병승 의원 5 표로 윤병승 의원 부의장 당선 . 제 2 대 전반기 부의장 선거는 1 차 투표에서 총 10 표 중 10 표 중에서 박웅배 의원 5 표 , 무효 1 표 , 무효 1 표로 송지용 의원이 당선."
id_2038-AGENDA_6, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2038-AGENDA_7, 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 특별 위원회는 의장을 제외한 10 월 28 일부터 12 월 1 일까지 2 일 간 운영하고자 구성함. 의장을 제외한 9 명과 9 명으로 구성
id_2038-AGENDA_8, 제 164 회 완주군 의회 임시회 회의록 서명 의원으로 서남용 의원과 이인숙 의원이 선출됨.
id_2039-AGENDA_1, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2039-AGENDA_2," 제 2 회 세입 세출 추가 경정 예산안 승인 안 심사를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 운영 기간은 이희창 의원 , 서제일 의원 , 김순길 의원 , 박종관 의원 , 김영석 의원 , 조정석 의원 , 임원규 의원 , 김호성 의원 , 남준우 의원으로 구성함. 해당 안건은 가결됨."
id_2039-AGENDA_3, 제 154 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2039-AGENDA_4, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2039-AGENDA_5, 제 8 대 완주군 의회 전반기 상임 위원장 선거는 총 10 표 중에서 윤 수봉 의원 9 표로 윤 수봉 의원 당선 . 자치행정 위원회 위원장 선거는 총 10 표 중에서 이인숙 의원 6 표로 최찬영 의원 당선 . 산업 건설 위원장 선거 1 표 중에서 임 귀현 의원 6 표로 임 귀현 의원 당선.
id_2039-AGENDA_6, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 김용찬 의원과 박웅배 의원이 선출됨.
id_2040-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2040-AGENDA_2," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 9 표로 정성모 의원 당선 . 부의장 선거는 총 10 표 중에서 김용찬 의원 6 표로 송현중 의원 당선 . 부의장 선거는 총 10 표 중에서 정성모 의원 당선 . 산업 건설 위원장 선거는 총 10 표 중에서 정성모 의원 9 표 , 조정석 의"
id_2040-AGENDA_3, 제 8 대 완주군 의회 전반기 의장 선거는 총 13 표 중에서 홍의환 의원이 7 표로 정성모 의원 당선 . 부의장 선거는 총 8 표 중에서 김용찬 의원 1 표로 이인숙 의원 당선.
id_2040-AGENDA_4, 제 164 회 완주군 의회 임시회 회의록 서명 의원으로 이경애 의원과 최찬영 의원이 선출됨.
id_2040-AGENDA_5," 제 2 차 정례회 기간 중 9 일 간 이한철 의원 , 이한철 의원이 선출됨."
id_2041-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2041-AGENDA_2," 제 8 대 청주시 의회 전반기 의장 선거는 총 8 표 중에서 윤병승 의원 6 표로 박희남 의원 당선 . 부의장 선거는 총 8 표 중에서 이한철 의원 1 표 , 무효표 1 표 , 손 달 섭 의원 1 표로 이대웅 의원 당선."
id_2041-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동으로 갈음함.
id_2041-AGENDA_4," 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거를 진행함. 의회 운영 위원장 선거는 총 8 표 중에서 이인숙 의원 9 표 , 무효 1 표로 이인숙 의원 당선 . 부의장 선거는 총 11 표 중에서 임 귀현 의원 6 표 , 윤 수봉 의원 1 표 , 기권 1 표로 유 의식 의원 당선 . 산"
id_2041-AGENDA_5, 제 8 대 완주군 의회 전반기 상임 위원회의의회 운영 위원회 위원장 선거를 보임.
id_2041-AGENDA_6, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2042-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2042-AGENDA_2," 제 2 차 정례회 회의록 서명 의원으로 이한철 의원 , 정태완 의원이 선출됨."
id_2042-AGENDA_3, 제 2 대 완주군 의회 전반기 의장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 이재길 의원 부의장 당선.
id_2042-AGENDA_4," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원이 선출됨. 자치행정 위원회 위원으로 윤 수봉 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원이 선임됨."
id_2042-AGENDA_5, 제 8 대 완주군 의회 임시회 회기는 10 월 18 일부터 10 월 30 일까지 10 일 간으로 가결됨.
id_2042-AGENDA_6, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 김현기 의원 당선 . 자치행정 위원장 선거는 총 39 표 중에서 이인숙 의원 6 표로 최찬영 의원 당선 . 상임 위원장 선거는 총 39 표 중에서 임 귀현 의원 6 표로 임 귀현 의원 당선.
id_2042-AGENDA_7, 제 59 회 음성군 의회 임시회 회기는 7 월 19 일부터 11 월 31 일까지 8 일 간으로 가결됨.
id_2042-AGENDA_8," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 10 표로 최관식 의원 당선 . 제 2 차 투표는 10 표 중에서 서제일 의원 1 표 , 무효 1 표 , 손 달 섭 의원 1 표로 윤 수봉 의원 당선 . 부의장 선거는 총 10 표 중에서 임 옥순 의원 4 표로 임 귀현 의원 당"
id_2042-AGENDA_9, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2043-AGENDA_1," 제 164 회 제 2 차 정례회 회의록 서명 의원으로 정태완 의원 , 한동완 의원이 선출됨."
id_2043-AGENDA_2, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선.
id_2043-AGENDA_3, 제 2 대 청주시 의회 전반기 부의장 선거는 총 8 표 중에서 윤병승 의원 1 표로 윤병승 의원 당선.
id_2043-AGENDA_4, 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2045-AGENDA_1, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2045-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2045-AGENDA_3, 제 8 회 청주시 의회 임시회 회기는 7 월 18 일부터 7 월 22 일까지 8 일 간으로 가결됨.
id_2045-AGENDA_4, 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하고자 2019 년도 행정 사무 감사 특별 위원회를 구성하고자함. 특별 위원회 운영 기간은 9 월 28 일부터 감사 특별 위원회를 거쳐 12 월 1 일까지 행정 사무 감사를 실시하고자 구성함. 해당 안건은 가
id_2045-AGENDA_5, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2046-AGENDA_1," 제 8 대 완주군 의회 전반기 상임 위원회 위원장 선거를 진행함. 의회 운영 위원장 선거는 총 8 표 중에서 이인숙 의원 9 표 , 기권 1 표로 임 귀현 의원 당선 . 자치행정 위원장 선거는 총 11 표 중에서 유 의식 의원 당선 . 산업 건설 위원장 선거는 총 11 표로 서남용 의원 당선."
id_2046-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2046-AGENDA_3, 제 8 대 완주군 의회 전반기 의장 선거는 총 8 표 중에서 임 귀현 의원 6 표로 윤 수봉 의원 의원 당선 . 자치행정 위원장 선거는 총 8 표 중에서 이인숙 의원 9 표로 이인숙 의원 당선 . 산업 건설 위원장 선거는 총 10 표 중에서 임 귀현 의원 2 표로 임 귀현 의원 당선.
id_2046-AGENDA_4, 제 59 회 음성군 의회 임시회 제 1 차 본회의개의선포.
id_2046-AGENDA_5, 제 164 회 제 2 차 정례회 제 6 차 본회의개의선포.
id_2046-AGENDA_6, 제 8 대 완주군 의회 운영 위원회 위원장 선거는 총 6 표 중에서 조천희 의원 6 표로 임 귀현 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 임 귀현 의원 당선 . 산업 건설 위원장 선거는 총 6 표 중에서 임 귀현 의원 당선.
id_2047-AGENDA_1, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2047-AGENDA_2, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 이대웅 의원과 김순옥 의원이 선출됨.
id_2047-AGENDA_3, 제 164 회 제 2 차 정례회 제 8 차 본회의휴회의건은 감사 계획서를 가결됨.
id_2047-AGENDA_4, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하고자 하는 의사일정으로 갈음함.
id_2047-AGENDA_5, 제 2 대 청주시 의회 전반기 부의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 부의장 당선.
id_2047-AGENDA_6, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2047-AGENDA_7, 제 8 대 청주시 의회 전반기 의장 선거 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선.
id_2047-AGENDA_8, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 부의장 부의장 선거는 총 39 표로 이재길 의원 당선.
id_2047-AGENDA_9, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2047-AGENDA_10, 제 164 회 완주군 의회 임시회 회기는 10 월 18 일부터 10 월 28 일까지 7 일 간으로 가결됨.
id_2047-AGENDA_11, 제 8 대 완주군 의회 전반기 산업 건설 위원회 간사로 최찬영 의원이 선임됨.
id_2049-AGENDA_1, 제 2 대 청주시 의회 전반기 부의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선.
id_2049-AGENDA_2, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2049-AGENDA_3," 제 8 대 완주군 의회 전반기 상임 위원회 위원장 선거를 진행함. 의회 운영 위원장 선거는 총 11 표 중에서 이인숙 의원 10 표 , 이인숙 의원 1 표 , 이경애 의원 당선 . 자치행정 위원장 선거는 총 11 표로 최찬영 의원 당선 . 부의장 선거는 총 11 표 중에서 임 귀현 의원 6 표 , 윤 수봉 의원 "
id_2049-AGENDA_4," 제 8 대 완주군 의회 전반기 의장 , 부의장 선거는 총 6 표 중에서 윤병승 의원 5 표로 당선 . 부의장 선거는 총 6 표 중에서 정태완 의원 6 표 , 손 달 섭 의원 1 표 , 손 달 섭 의원 1 표로 임 옥순 의원 1 표로 이대웅 의원 당선."
id_2051-AGENDA_1, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 당선.
id_2051-AGENDA_2," 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하는 의사일정으로는 의장 , 간사를 이대웅 의원 당선."
id_2051-AGENDA_3, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2052-AGENDA_1, 제 8 회 완주군 의회 후반기 상임 위원회의의회 운영 위원장 선거는 총 10 표 중에서 서남용 의원 5 표로 서남용 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 서남용 의원 5 표로 최 등원 의원 당선 . 산업 건설 위원회 위원장 선거는 총 10 표 중에서 임 귀현 의원 6 표로 윤 수봉 의원 당선 
id_2052-AGENDA_2," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원이 선출됨."
id_2052-AGENDA_3," 제 8 대 완주군 의회 전반기 상임 위원장 선거는 총 6 표 중에서 임 귀현 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 윤 수봉 의원 6 표로 서남용 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 유 의식 의원 6 표 , 임 귀현 의원 1 표로 임 귀현 의원 당선."
id_2052-AGENDA_4, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 이한철 의원과 정태완 의원이 선출됨.
id_2052-AGENDA_5, 제 176 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2054-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
